fid,lat,lon,Annual_WS,Annual_WD,ELEV
"562",37.525,126.978,3.38,292.16,"19"
"570",37.525,126.99,3.35,295.13,"19"
"570",37.525,126.99,3.35,295.13,"20"
"570",37.525,126.99,3.35,295.13,"17"
"570",37.525,126.99,3.35,295.13,"20"
"570",37.525,126.99,3.35,295.13,"27"
"570",37.525,126.99,3.35,295.13,"26"
"570",37.525,126.99,3.35,295.13,"19"
"567",37.525,127.001,3.32,295.53,"18"
"570",37.525,126.99,3.35,295.13,"18"
"567",37.525,127.001,3.32,295.53,"17"
"567",37.525,127.001,3.32,295.53,"24"
"567",37.525,127.001,3.32,295.53,"22"
"567",37.525,127.001,3.32,295.53,"18"
"567",37.525,127.001,3.32,295.53,"9"
"567",37.525,127.001,3.32,295.53,"5"
"212",37.525,127.013,3.28,291.9,"7"
"212",37.525,127.013,3.28,291.9,"10"
"212",37.525,127.013,3.28,291.9,"14"
"212",37.525,127.013,3.28,291.9,"14"
"212",37.525,127.013,3.28,291.9,"15"
"213",37.525,127.024,3.22,285.59,"15"
"213",37.525,127.024,3.22,285.59,"17"
"193",37.516,127.024,3.22,283.26,"18"
"213",37.525,127.024,3.22,285.59,"18"
"213",37.525,127.024,3.22,285.59,"17"
"213",37.525,127.024,3.22,285.59,"18"
"213",37.525,127.024,3.22,285.59,"17"
"213",37.525,127.024,3.22,285.59,"19"
"213",37.525,127.024,3.22,285.59,"23"
"213",37.525,127.024,3.22,285.59,"27"
"213",37.525,127.024,3.22,285.59,"28"
"214",37.525,127.036,3.15,280.33,"26"
"213",37.525,127.024,3.22,285.59,"26"
"214",37.525,127.036,3.15,280.33,"25"
"214",37.525,127.036,3.15,280.33,"26"
"214",37.525,127.036,3.15,280.33,"27"
"214",37.525,127.036,3.15,280.33,"25"
"214",37.525,127.036,3.15,280.33,"23"
"214",37.525,127.036,3.15,280.33,"26"
"214",37.525,127.036,3.15,280.33,"27"
"214",37.525,127.036,3.15,280.33,"30"
"176",37.525,127.048,3.12,277.85,"37"
"214",37.525,127.036,3.15,280.33,"37"
"176",37.525,127.048,3.12,277.85,"46"
"176",37.525,127.048,3.12,277.85,"41"
"176",37.525,127.048,3.12,277.85,"20"
"176",37.525,127.048,3.12,277.85,"22"
"176",37.525,127.048,3.12,277.85,"31"
"176",37.525,127.048,3.12,277.85,"46"
"176",37.525,127.048,3.12,277.85,"56"
"176",37.525,127.048,3.12,277.85,"44"
"176",37.525,127.048,3.12,277.85,"32"
"177",37.525,127.059,3.15,278.3,"27"
"176",37.525,127.048,3.12,277.85,"27"
"177",37.525,127.059,3.15,278.3,"24"
"177",37.525,127.059,3.15,278.3,"25"
"177",37.525,127.059,3.15,278.3,"26"
"177",37.525,127.059,3.15,278.3,"27"
"177",37.525,127.059,3.15,278.3,"30"
"177",37.525,127.059,3.15,278.3,"31"
"177",37.525,127.059,3.15,278.3,"19"
"177",37.525,127.059,3.15,278.3,"5"
"236",37.524,127.094,3.14,275.99,"5"
"236",37.524,127.094,3.14,275.99,"7"
"236",37.524,127.094,3.14,275.99,"11"
"236",37.524,127.094,3.14,275.99,"15"
"236",37.524,127.094,3.14,275.99,"18"
"237",37.524,127.106,3.12,274.16,"17"
"236",37.524,127.094,3.14,275.99,"17"
"237",37.524,127.106,3.12,274.16,"14"
"237",37.524,127.106,3.12,274.16,"13"
"242",37.524,127.118,3.05,271.62,"19"
"242",37.524,127.118,3.05,271.62,"38"
"242",37.524,127.118,3.05,271.62,"27"
"242",37.524,127.118,3.05,271.62,"21"
"242",37.524,127.118,3.05,271.62,"25"
"242",37.524,127.118,3.05,271.62,"20"
"242",37.524,127.118,3.05,271.62,"12"
"263",37.524,127.129,2.96,269.45,"12"
"263",37.524,127.129,2.96,269.45,"18"
"263",37.524,127.129,2.96,269.45,"19"
"263",37.524,127.129,2.96,269.45,"17"
"264",37.524,127.141,2.86,266.7,"24"
"264",37.524,127.141,2.86,266.7,"27"
"264",37.524,127.141,2.86,266.7,"31"
"264",37.524,127.141,2.86,266.7,"39"
"264",37.524,127.141,2.86,266.7,"41"
"264",37.524,127.141,2.86,266.7,"43"
"264",37.524,127.141,2.86,266.7,"56"
"264",37.524,127.141,2.86,266.7,"67"
"516",37.518,126.827,3.59,276.76,"75"
"516",37.518,126.827,3.59,276.76,"81"
"516",37.518,126.827,3.59,276.76,"69"
"516",37.518,126.827,3.59,276.76,"52"
"516",37.518,126.827,3.59,276.76,"41"
"516",37.518,126.827,3.59,276.76,"24"
"516",37.518,126.827,3.59,276.76,"23"
"517",37.517,126.838,3.53,278.94,"23"
"517",37.517,126.838,3.53,278.94,"22"
"517",37.517,126.838,3.53,278.94,"30"
"517",37.517,126.838,3.53,278.94,"22"
"517",37.517,126.838,3.53,278.94,"19"
"517",37.517,126.838,3.53,278.94,"13"
"517",37.517,126.838,3.53,278.94,"16"
"518",37.517,126.85,3.4,282.22,"16"
"518",37.517,126.85,3.4,282.22,"19"
"518",37.517,126.85,3.4,282.22,"30"
"518",37.517,126.85,3.4,282.22,"37"
"518",37.517,126.85,3.4,282.22,"34"
"518",37.517,126.85,3.4,282.22,"25"
"518",37.517,126.85,3.4,282.22,"18"
"518",37.517,126.85,3.4,282.22,"14"
"518",37.517,126.85,3.4,282.22,"13"
"518",37.517,126.85,3.4,282.22,"10"
"519",37.517,126.862,3.47,286.48,"9"
"518",37.517,126.85,3.4,282.22,"9"
"520",37.517,126.873,3.47,288.03,"9"
"524",37.526,126.873,3.47,289.63,"9"
"87",37.517,126.896,3.43,287.09,"9"
"86",37.526,126.896,3.46,290.73,"9"
"87",37.517,126.896,3.43,287.09,"9"
"74",37.517,126.908,3.39,286.92,"9"
"75",37.526,126.908,3.45,290.58,"9"
"86",37.526,126.896,3.46,290.73,"9"
"74",37.517,126.908,3.39,286.92,"12"
"75",37.526,126.908,3.45,290.58,"12"
"74",37.517,126.908,3.39,286.92,"13"
"75",37.526,126.908,3.45,290.58,"13"
"74",37.517,126.908,3.39,286.92,"11"
"75",37.526,126.908,3.45,290.58,"11"
"76",37.517,126.92,3.37,285.95,"11"
"79",37.526,126.92,3.44,291.18,"11"
"76",37.517,126.92,3.37,285.95,"7"
"79",37.526,126.92,3.44,291.18,"7"
"76",37.517,126.92,3.37,285.95,"12"
"79",37.526,126.92,3.44,291.18,"12"
"76",37.517,126.92,3.37,285.95,"16"
"79",37.526,126.92,3.44,291.18,"16"
"76",37.517,126.92,3.37,285.95,"15"
"79",37.526,126.92,3.44,291.18,"15"
"78",37.517,126.943,3.33,279.8,"12"
"81",37.526,126.943,3.46,289.59,"12"
"78",37.517,126.943,3.33,279.8,"11"
"81",37.526,126.943,3.46,289.59,"11"
"78",37.517,126.943,3.33,279.8,"6"
"81",37.526,126.943,3.46,289.59,"6"
"563",37.526,126.955,3.46,288.53,"4"
"563",37.526,126.955,3.46,288.53,"5"
"563",37.526,126.955,3.46,288.53,"7"
"563",37.526,126.955,3.46,288.53,"8"
"564",37.526,126.966,3.43,288.95,"8"
"564",37.526,126.966,3.43,288.95,"11"
"564",37.526,126.966,3.43,288.95,"12"
"562",37.525,126.978,3.38,292.16,"14"
"562",37.525,126.978,3.38,292.16,"16"
"562",37.525,126.978,3.38,292.16,"22"
"562",37.525,126.978,3.38,292.16,"21"
"562",37.525,126.978,3.38,292.16,"16"
"190",37.516,126.989,3.41,289.69,"15"
"562",37.525,126.978,3.38,292.16,"15"
"570",37.525,126.99,3.35,295.13,"15"
"570",37.525,126.99,3.35,295.13,"18"
"190",37.516,126.989,3.41,289.69,"14"
"570",37.525,126.99,3.35,295.13,"14"
"570",37.525,126.99,3.35,295.13,"19"
"570",37.525,126.99,3.35,295.13,"23"
"570",37.525,126.99,3.35,295.13,"22"
"570",37.525,126.99,3.35,295.13,"17"
"567",37.525,127.001,3.32,295.53,"15"
"570",37.525,126.99,3.35,295.13,"15"
"567",37.525,127.001,3.32,295.53,"16"
"567",37.525,127.001,3.32,295.53,"20"
"567",37.525,127.001,3.32,295.53,"8"
"212",37.525,127.013,3.28,291.9,"9"
"212",37.525,127.013,3.28,291.9,"12"
"212",37.525,127.013,3.28,291.9,"16"
"212",37.525,127.013,3.28,291.9,"16"
"213",37.525,127.024,3.22,285.59,"16"
"213",37.525,127.024,3.22,285.59,"19"
"213",37.525,127.024,3.22,285.59,"20"
"213",37.525,127.024,3.22,285.59,"19"
"213",37.525,127.024,3.22,285.59,"22"
"213",37.525,127.024,3.22,285.59,"26"
"213",37.525,127.024,3.22,285.59,"31"
"214",37.525,127.036,3.15,280.33,"29"
"213",37.525,127.024,3.22,285.59,"29"
"214",37.525,127.036,3.15,280.33,"27"
"214",37.525,127.036,3.15,280.33,"29"
"214",37.525,127.036,3.15,280.33,"27"
"214",37.525,127.036,3.15,280.33,"25"
"214",37.525,127.036,3.15,280.33,"27"
"214",37.525,127.036,3.15,280.33,"31"
"214",37.525,127.036,3.15,280.33,"34"
"214",37.525,127.036,3.15,280.33,"36"
"176",37.525,127.048,3.12,277.85,"41"
"214",37.525,127.036,3.15,280.33,"41"
"176",37.525,127.048,3.12,277.85,"28"
"176",37.525,127.048,3.12,277.85,"30"
"176",37.525,127.048,3.12,277.85,"41"
"176",37.525,127.048,3.12,277.85,"49"
"176",37.525,127.048,3.12,277.85,"42"
"176",37.525,127.048,3.12,277.85,"33"
"177",37.525,127.059,3.15,278.3,"25"
"177",37.525,127.059,3.15,278.3,"27"
"177",37.525,127.059,3.15,278.3,"30"
"177",37.525,127.059,3.15,278.3,"34"
"177",37.525,127.059,3.15,278.3,"39"
"177",37.525,127.059,3.15,278.3,"40"
"177",37.525,127.059,3.15,278.3,"28"
"177",37.525,127.059,3.15,278.3,"14"
"236",37.524,127.094,3.14,275.99,"9"
"236",37.524,127.094,3.14,275.99,"13"
"236",37.524,127.094,3.14,275.99,"15"
"236",37.524,127.094,3.14,275.99,"21"
"236",37.524,127.094,3.14,275.99,"20"
"237",37.524,127.106,3.12,274.16,"14"
"236",37.524,127.094,3.14,275.99,"14"
"237",37.524,127.106,3.12,274.16,"14"
"242",37.524,127.118,3.05,271.62,"16"
"242",37.524,127.118,3.05,271.62,"20"
"242",37.524,127.118,3.05,271.62,"34"
"242",37.524,127.118,3.05,271.62,"29"
"242",37.524,127.118,3.05,271.62,"27"
"242",37.524,127.118,3.05,271.62,"26"
"242",37.524,127.118,3.05,271.62,"27"
"242",37.524,127.118,3.05,271.62,"16"
"263",37.524,127.129,2.96,269.45,"16"
"263",37.524,127.129,2.96,269.45,"33"
"263",37.524,127.129,2.96,269.45,"37"
"263",37.524,127.129,2.96,269.45,"17"
"263",37.524,127.129,2.96,269.45,"16"
"263",37.524,127.129,2.96,269.45,"17"
"263",37.524,127.129,2.96,269.45,"19"
"263",37.524,127.129,2.96,269.45,"21"
"263",37.524,127.129,2.96,269.45,"23"
"264",37.524,127.141,2.86,266.7,"23"
"264",37.524,127.141,2.86,266.7,"25"
"264",37.524,127.141,2.86,266.7,"28"
"264",37.524,127.141,2.86,266.7,"30"
"264",37.524,127.141,2.86,266.7,"33"
"264",37.524,127.141,2.86,266.7,"40"
"264",37.524,127.141,2.86,266.7,"42"
"264",37.524,127.141,2.86,266.7,"47"
"264",37.524,127.141,2.86,266.7,"46"
"264",37.524,127.141,2.86,266.7,"38"
"264",37.524,127.141,2.86,266.7,"44"
"516",37.518,126.827,3.59,276.76,"100"
"516",37.518,126.827,3.59,276.76,"91"
"516",37.518,126.827,3.59,276.76,"75"
"516",37.518,126.827,3.59,276.76,"60"
"516",37.518,126.827,3.59,276.76,"47"
"516",37.518,126.827,3.59,276.76,"29"
"516",37.518,126.827,3.59,276.76,"28"
"516",37.518,126.827,3.59,276.76,"26"
"517",37.517,126.838,3.53,278.94,"26"
"517",37.517,126.838,3.53,278.94,"31"
"517",37.517,126.838,3.53,278.94,"15"
"517",37.517,126.838,3.53,278.94,"18"
"518",37.517,126.85,3.4,282.22,"18"
"518",37.517,126.85,3.4,282.22,"19"
"518",37.517,126.85,3.4,282.22,"21"
"518",37.517,126.85,3.4,282.22,"35"
"518",37.517,126.85,3.4,282.22,"44"
"518",37.517,126.85,3.4,282.22,"40"
"518",37.517,126.85,3.4,282.22,"19"
"518",37.517,126.85,3.4,282.22,"11"
"518",37.517,126.85,3.4,282.22,"9"
"520",37.517,126.873,3.47,288.03,"11"
"74",37.517,126.908,3.39,286.92,"14"
"74",37.517,126.908,3.39,286.92,"12"
"76",37.517,126.92,3.37,285.95,"12"
"76",37.517,126.92,3.37,285.95,"6"
"76",37.517,126.92,3.37,285.95,"8"
"76",37.517,126.92,3.37,285.95,"13"
"78",37.517,126.943,3.33,279.8,"14"
"78",37.517,126.943,3.33,279.8,"10"
"78",37.517,126.943,3.33,279.8,"4"
"123",37.516,126.954,3.35,277.15,"4"
"563",37.526,126.955,3.46,288.53,"4"
"564",37.526,126.966,3.43,288.95,"4"
"565",37.516,126.966,3.4,280.61,"4"
"564",37.526,126.966,3.43,288.95,"8"
"565",37.516,126.966,3.4,280.61,"8"
"564",37.526,126.966,3.43,288.95,"10"
"565",37.516,126.966,3.4,280.61,"10"
"564",37.526,126.966,3.43,288.95,"11"
"565",37.516,126.966,3.4,280.61,"11"
"564",37.526,126.966,3.43,288.95,"12"
"565",37.516,126.966,3.4,280.61,"12"
"564",37.526,126.966,3.43,288.95,"15"
"565",37.516,126.966,3.4,280.61,"15"
"562",37.525,126.978,3.38,292.16,"14"
"566",37.516,126.978,3.4,286.87,"14"
"562",37.525,126.978,3.38,292.16,"19"
"566",37.516,126.978,3.4,286.87,"19"
"562",37.525,126.978,3.38,292.16,"20"
"566",37.516,126.978,3.4,286.87,"20"
"190",37.516,126.989,3.41,289.69,"19"
"570",37.525,126.99,3.35,295.13,"19"
"190",37.516,126.989,3.41,289.69,"16"
"570",37.525,126.99,3.35,295.13,"16"
"190",37.516,126.989,3.41,289.69,"21"
"570",37.525,126.99,3.35,295.13,"21"
"570",37.525,126.99,3.35,295.13,"22"
"570",37.525,126.99,3.35,295.13,"18"
"570",37.525,126.99,3.35,295.13,"16"
"191",37.516,127.001,3.37,288.86,"18"
"567",37.525,127.001,3.32,295.53,"18"
"570",37.525,126.99,3.35,295.13,"18"
"191",37.516,127.001,3.37,288.86,"9"
"567",37.525,127.001,3.32,295.53,"9"
"191",37.516,127.001,3.37,288.86,"5"
"567",37.525,127.001,3.32,295.53,"5"
"191",37.516,127.001,3.37,288.86,"4"
"567",37.525,127.001,3.32,295.53,"4"
"192",37.516,127.013,3.3,286.15,"7"
"212",37.525,127.013,3.28,291.9,"7"
"192",37.516,127.013,3.3,286.15,"11"
"212",37.525,127.013,3.28,291.9,"11"
"192",37.516,127.013,3.3,286.15,"17"
"212",37.525,127.013,3.28,291.9,"17"
"192",37.516,127.013,3.3,286.15,"19"
"193",37.516,127.024,3.22,283.26,"19"
"212",37.525,127.013,3.28,291.9,"19"
"213",37.525,127.024,3.22,285.59,"19"
"193",37.516,127.024,3.22,283.26,"21"
"213",37.525,127.024,3.22,285.59,"21"
"193",37.516,127.024,3.22,283.26,"23"
"213",37.525,127.024,3.22,285.59,"23"
"193",37.516,127.024,3.22,283.26,"24"
"213",37.525,127.024,3.22,285.59,"24"
"193",37.516,127.024,3.22,283.26,"23"
"213",37.525,127.024,3.22,285.59,"23"
"193",37.516,127.024,3.22,283.26,"27"
"213",37.525,127.024,3.22,285.59,"27"
"215",37.516,127.036,3.17,280.37,"31"
"193",37.516,127.024,3.22,283.26,"31"
"214",37.525,127.036,3.15,280.33,"31"
"213",37.525,127.024,3.22,285.59,"31"
"215",37.516,127.036,3.17,280.37,"33"
"214",37.525,127.036,3.15,280.33,"33"
"215",37.516,127.036,3.17,280.37,"34"
"214",37.525,127.036,3.15,280.33,"34"
"215",37.516,127.036,3.17,280.37,"29"
"214",37.525,127.036,3.15,280.33,"29"
"215",37.516,127.036,3.17,280.37,"27"
"214",37.525,127.036,3.15,280.33,"27"
"215",37.516,127.036,3.17,280.37,"31"
"214",37.525,127.036,3.15,280.33,"31"
"215",37.516,127.036,3.17,280.37,"39"
"214",37.525,127.036,3.15,280.33,"39"
"215",37.516,127.036,3.17,280.37,"41"
"214",37.525,127.036,3.15,280.33,"41"
"174",37.516,127.048,3.14,277.22,"44"
"215",37.516,127.036,3.17,280.37,"44"
"176",37.525,127.048,3.12,277.85,"44"
"214",37.525,127.036,3.15,280.33,"44"
"174",37.516,127.048,3.14,277.22,"30"
"176",37.525,127.048,3.12,277.85,"30"
"174",37.516,127.048,3.14,277.22,"23"
"176",37.525,127.048,3.12,277.85,"23"
"174",37.516,127.048,3.14,277.22,"21"
"176",37.525,127.048,3.12,277.85,"21"
"174",37.516,127.048,3.14,277.22,"23"
"176",37.525,127.048,3.12,277.85,"23"
"174",37.516,127.048,3.14,277.22,"40"
"176",37.525,127.048,3.12,277.85,"40"
"174",37.516,127.048,3.14,277.22,"35"
"176",37.525,127.048,3.12,277.85,"35"
"174",37.516,127.048,3.14,277.22,"31"
"177",37.525,127.059,3.15,278.3,"31"
"176",37.525,127.048,3.12,277.85,"31"
"177",37.525,127.059,3.15,278.3,"28"
"177",37.525,127.059,3.15,278.3,"29"
"177",37.525,127.059,3.15,278.3,"32"
"177",37.525,127.059,3.15,278.3,"37"
"177",37.525,127.059,3.15,278.3,"42"
"177",37.525,127.059,3.15,278.3,"49"
"177",37.525,127.059,3.15,278.3,"55"
"177",37.525,127.059,3.15,278.3,"34"
"177",37.525,127.059,3.15,278.3,"24"
"177",37.525,127.059,3.15,278.3,"12"
"234",37.525,127.071,3.17,278.46,"5"
"177",37.525,127.059,3.15,278.3,"5"
"234",37.525,127.071,3.17,278.46,"5"
"236",37.524,127.094,3.14,275.99,"6"
"236",37.524,127.094,3.14,275.99,"11"
"236",37.524,127.094,3.14,275.99,"13"
"236",37.524,127.094,3.14,275.99,"17"
"236",37.524,127.094,3.14,275.99,"20"
"236",37.524,127.094,3.14,275.99,"19"
"237",37.524,127.106,3.12,274.16,"16"
"242",37.524,127.118,3.05,271.62,"12"
"242",37.524,127.118,3.05,271.62,"17"
"242",37.524,127.118,3.05,271.62,"25"
"242",37.524,127.118,3.05,271.62,"33"
"242",37.524,127.118,3.05,271.62,"37"
"242",37.524,127.118,3.05,271.62,"30"
"242",37.524,127.118,3.05,271.62,"23"
"242",37.524,127.118,3.05,271.62,"19"
"263",37.524,127.129,2.96,269.45,"19"
"263",37.524,127.129,2.96,269.45,"22"
"263",37.524,127.129,2.96,269.45,"16"
"263",37.524,127.129,2.96,269.45,"13"
"263",37.524,127.129,2.96,269.45,"20"
"263",37.524,127.129,2.96,269.45,"24"
"264",37.524,127.141,2.86,266.7,"24"
"264",37.524,127.141,2.86,266.7,"31"
"264",37.524,127.141,2.86,266.7,"37"
"264",37.524,127.141,2.86,266.7,"41"
"264",37.524,127.141,2.86,266.7,"37"
"264",37.524,127.141,2.86,266.7,"35"
"264",37.524,127.141,2.86,266.7,"39"
"223",37.515,127.094,3.13,271.05,"4"
"221",37.515,127.071,3.14,275.24,"4"
"222",37.515,127.082,3.14,273.7,"4"
"235",37.524,127.083,3.16,277.29,"4"
"236",37.524,127.094,3.14,275.99,"4"
"234",37.525,127.071,3.17,278.46,"4"
"177",37.525,127.059,3.15,278.3,"4"
"176",37.525,127.048,3.12,277.85,"4"
"337",37.534,127.059,3.15,281.48,"4"
"519",37.517,126.862,3.47,286.48,"8"
"523",37.527,126.862,3.47,286.89,"8"
"522",37.527,126.85,3.45,282.58,"8"
"532",37.536,126.862,3.45,290.31,"8"
"88",37.526,126.885,3.47,290.76,"8"
"116",37.536,126.885,3.48,292.36,"8"
"107",37.545,126.885,3.51,293.06,"8"
"520",37.517,126.873,3.47,288.03,"8"
"524",37.526,126.873,3.47,289.63,"8"
"525",37.536,126.873,3.46,291.93,"8"
"526",37.545,126.873,3.46,291.14,"8"
"517",37.517,126.838,3.53,278.94,"13"
"521",37.527,126.838,3.43,274.09,"13"
"2",37.517,126.885,3.45,287.77,"7"
"88",37.526,126.885,3.47,290.76,"7"
"520",37.517,126.873,3.47,288.03,"7"
"524",37.526,126.873,3.47,289.63,"7"
"564",37.526,126.966,3.43,288.95,"16"
"565",37.516,126.966,3.4,280.61,"16"
"566",37.516,126.978,3.4,286.87,"16"
"518",37.517,126.85,3.4,282.22,"15"
"192",37.516,127.013,3.3,286.15,"4"
"191",37.516,127.001,3.37,288.86,"4"
"212",37.525,127.013,3.28,291.9,"4"
"213",37.525,127.024,3.22,285.59,"4"
"217",37.534,127.025,3.18,290.76,"4"
"216",37.534,127.013,3.19,299.07,"4"
"567",37.525,127.001,3.32,295.53,"4"
"192",37.516,127.013,3.3,286.15,"13"
"212",37.525,127.013,3.28,291.9,"13"
"193",37.516,127.024,3.22,283.26,"30"
"213",37.525,127.024,3.22,285.59,"30"
"174",37.516,127.048,3.14,277.22,"38"
"176",37.525,127.048,3.12,277.85,"38"
"517",37.517,126.838,3.53,278.94,"23"
"518",37.517,126.85,3.4,282.22,"28"
"518",37.517,126.85,3.4,282.22,"13"
"520",37.517,126.873,3.47,288.03,"9"
"520",37.517,126.873,3.47,288.03,"6"
"520",37.517,126.873,3.47,288.03,"8"
"2",37.517,126.885,3.45,287.77,"10"
"2",37.517,126.885,3.45,287.77,"12"
"76",37.517,126.92,3.37,285.95,"14"
"76",37.517,126.92,3.37,285.95,"14"
"79",37.526,126.92,3.44,291.18,"14"
"77",37.517,126.931,3.34,283.81,"14"
"80",37.526,126.931,3.45,290.72,"14"
"190",37.516,126.989,3.41,289.69,"14"
"562",37.525,126.978,3.38,292.16,"14"
"570",37.525,126.99,3.35,295.13,"14"
"192",37.516,127.013,3.3,286.15,"15"
"212",37.525,127.013,3.28,291.9,"15"
"192",37.516,127.013,3.3,286.15,"14"
"212",37.525,127.013,3.28,291.9,"14"
"193",37.516,127.024,3.22,283.26,"17"
"213",37.525,127.024,3.22,285.59,"17"
"193",37.516,127.024,3.22,283.26,"32"
"213",37.525,127.024,3.22,285.59,"32"
"174",37.516,127.048,3.14,277.22,"47"
"176",37.525,127.048,3.12,277.85,"47"
"174",37.516,127.048,3.14,277.22,"29"
"176",37.525,127.048,3.12,277.85,"29"
"174",37.516,127.048,3.14,277.22,"36"
"176",37.525,127.048,3.12,277.85,"36"
"174",37.516,127.048,3.14,277.22,"41"
"176",37.525,127.048,3.12,277.85,"41"
"261",37.515,127.129,2.94,263.45,"24"
"263",37.524,127.129,2.96,269.45,"24"
"261",37.515,127.129,2.94,263.45,"18"
"263",37.524,127.129,2.96,269.45,"18"
"261",37.515,127.129,2.94,263.45,"23"
"263",37.524,127.129,2.96,269.45,"23"
"516",37.518,126.827,3.59,276.76,"115"
"516",37.518,126.827,3.59,276.76,"101"
"516",37.518,126.827,3.59,276.76,"88"
"516",37.518,126.827,3.59,276.76,"72"
"516",37.518,126.827,3.59,276.76,"51"
"516",37.518,126.827,3.59,276.76,"33"
"516",37.518,126.827,3.59,276.76,"35"
"516",37.518,126.827,3.59,276.76,"33"
"517",37.517,126.838,3.53,278.94,"33"
"517",37.517,126.838,3.53,278.94,"31"
"517",37.517,126.838,3.53,278.94,"29"
"517",37.517,126.838,3.53,278.94,"28"
"517",37.517,126.838,3.53,278.94,"20"
"517",37.517,126.838,3.53,278.94,"15"
"517",37.517,126.838,3.53,278.94,"14"
"517",37.517,126.838,3.53,278.94,"14"
"517",37.517,126.838,3.53,278.94,"18"
"517",37.517,126.838,3.53,278.94,"22"
"518",37.517,126.85,3.4,282.22,"22"
"518",37.517,126.85,3.4,282.22,"23"
"518",37.517,126.85,3.4,282.22,"36"
"518",37.517,126.85,3.4,282.22,"48"
"518",37.517,126.85,3.4,282.22,"42"
"518",37.517,126.85,3.4,282.22,"20"
"518",37.517,126.85,3.4,282.22,"10"
"519",37.517,126.862,3.47,286.48,"8"
"518",37.517,126.85,3.4,282.22,"8"
"523",37.527,126.862,3.47,286.89,"8"
"88",37.526,126.885,3.47,290.76,"7"
"520",37.517,126.873,3.47,288.03,"7"
"524",37.526,126.873,3.47,289.63,"7"
"520",37.517,126.873,3.47,288.03,"10"
"2",37.517,126.885,3.45,287.77,"8"
"520",37.517,126.873,3.47,288.03,"8"
"2",37.517,126.885,3.45,287.77,"9"
"74",37.517,126.908,3.39,286.92,"9"
"74",37.517,126.908,3.39,286.92,"10"
"74",37.517,126.908,3.39,286.92,"13"
"74",37.517,126.908,3.39,286.92,"15"
"76",37.517,126.92,3.37,285.95,"15"
"76",37.517,126.92,3.37,285.95,"12"
"76",37.517,126.92,3.37,285.95,"7"
"76",37.517,126.92,3.37,285.95,"4"
"76",37.517,126.92,3.37,285.95,"6"
"76",37.517,126.92,3.37,285.95,"10"
"78",37.517,126.943,3.33,279.8,"14"
"78",37.517,126.943,3.33,279.8,"17"
"78",37.517,126.943,3.33,279.8,"15"
"78",37.517,126.943,3.33,279.8,"9"
"565",37.516,126.966,3.4,280.61,"4"
"565",37.516,126.966,3.4,280.61,"7"
"565",37.516,126.966,3.4,280.61,"9"
"565",37.516,126.966,3.4,280.61,"10"
"565",37.516,126.966,3.4,280.61,"11"
"565",37.516,126.966,3.4,280.61,"14"
"565",37.516,126.966,3.4,280.61,"15"
"190",37.516,126.989,3.41,289.69,"16"
"570",37.525,126.99,3.35,295.13,"16"
"190",37.516,126.989,3.41,289.69,"17"
"570",37.525,126.99,3.35,295.13,"17"
"191",37.516,127.001,3.37,288.86,"14"
"190",37.516,126.989,3.41,289.69,"14"
"570",37.525,126.99,3.35,295.13,"14"
"191",37.516,127.001,3.37,288.86,"8"
"570",37.525,126.99,3.35,295.13,"8"
"191",37.516,127.001,3.37,288.86,"5"
"192",37.516,127.013,3.3,286.15,"3"
"191",37.516,127.001,3.37,288.86,"3"
"192",37.516,127.013,3.3,286.15,"6"
"192",37.516,127.013,3.3,286.15,"10"
"192",37.516,127.013,3.3,286.15,"14"
"192",37.516,127.013,3.3,286.15,"18"
"192",37.516,127.013,3.3,286.15,"21"
"193",37.516,127.024,3.22,283.26,"21"
"193",37.516,127.024,3.22,283.26,"19"
"193",37.516,127.024,3.22,283.26,"22"
"193",37.516,127.024,3.22,283.26,"26"
"193",37.516,127.024,3.22,283.26,"28"
"193",37.516,127.024,3.22,283.26,"29"
"193",37.516,127.024,3.22,283.26,"31"
"193",37.516,127.024,3.22,283.26,"28"
"215",37.516,127.036,3.17,280.37,"34"
"193",37.516,127.024,3.22,283.26,"34"
"215",37.516,127.036,3.17,280.37,"35"
"215",37.516,127.036,3.17,280.37,"37"
"215",37.516,127.036,3.17,280.37,"39"
"215",37.516,127.036,3.17,280.37,"38"
"215",37.516,127.036,3.17,280.37,"32"
"215",37.516,127.036,3.17,280.37,"30"
"215",37.516,127.036,3.17,280.37,"36"
"215",37.516,127.036,3.17,280.37,"45"
"215",37.516,127.036,3.17,280.37,"47"
"174",37.516,127.048,3.14,277.22,"48"
"215",37.516,127.036,3.17,280.37,"48"
"174",37.516,127.048,3.14,277.22,"31"
"174",37.516,127.048,3.14,277.22,"25"
"174",37.516,127.048,3.14,277.22,"23"
"174",37.516,127.048,3.14,277.22,"24"
"174",37.516,127.048,3.14,277.22,"38"
"174",37.516,127.048,3.14,277.22,"35"
"175",37.515,127.059,3.11,275.59,"35"
"177",37.525,127.059,3.15,278.3,"35"
"175",37.515,127.059,3.11,275.59,"31"
"177",37.525,127.059,3.15,278.3,"31"
"175",37.515,127.059,3.11,275.59,"33"
"177",37.525,127.059,3.15,278.3,"33"
"175",37.515,127.059,3.11,275.59,"36"
"177",37.525,127.059,3.15,278.3,"36"
"175",37.515,127.059,3.11,275.59,"41"
"177",37.525,127.059,3.15,278.3,"41"
"175",37.515,127.059,3.11,275.59,"48"
"177",37.525,127.059,3.15,278.3,"48"
